InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
553130,22843,BISCUIT TIN VINTAGE GREEN,2,5/13/11 12:41,6.75,17398,United Kingdom
553130,21242,RED RETROSPOT PLATE ,8,5/13/11 12:41,1.69,17398,United Kingdom
553134,23209,LUNCH BAG DOILEY PATTERN ,10,5/13/11 12:50,1.65,15382,United Kingdom
553134,23206,LUNCH BAG APPLE DESIGN,10,5/13/11 12:50,1.65,15382,United Kingdom
553134,23049,RECYCLED ACAPULCO MAT RED,2,5/13/11 12:50,8.25,15382,United Kingdom
553140,23147,SINGLE ANTIQUE ROSE HOOK IVORY,1,5/13/11 12:53,1.45,15373,United Kingdom
553140,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,5/13/11 12:53,1.65,15373,United Kingdom
553141,48187,DOORMAT NEW ENGLAND,1,5/13/11 13:01,7.95,15907,United Kingdom
553141,23298,SPOTTY BUNTING,7,5/13/11 13:01,4.95,15907,United Kingdom
553141,23203,JUMBO BAG DOILEY PATTERNS,2,5/13/11 13:01,2.08,15907,United Kingdom
553141,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1,5/13/11 13:01,0.85,15907,United Kingdom
553141,22271,FELTCRAFT DOLL ROSIE,1,5/13/11 13:01,2.95,15907,United Kingdom
553142,21936,RED RETROSPOT PICNIC BAG,2,5/13/11 13:05,2.95,14527,United Kingdom
553142,21930,JUMBO STORAGE BAG SKULLS,2,5/13/11 13:05,2.08,14527,United Kingdom
553144,23200,JUMBO BAG PEARS,100,5/13/11 13:29,1.79,17669,United Kingdom
553145,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,5/13/11 13:50,2.55,14342,United Kingdom
553146,22644,CERAMIC CHERRY CAKE MONEY BANK,12,5/13/11 13:52,1.45,14873,United Kingdom
553146,21877,HOME SWEET HOME MUG,12,5/13/11 13:52,1.25,14873,United Kingdom
553146,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4,5/13/11 13:52,4.95,14873,United Kingdom
553146,21155,RED RETROSPOT PEG BAG,6,5/13/11 13:52,2.55,14873,United Kingdom
553149,23173,REGENCY TEAPOT ROSES ,12,5/13/11 14:16,8.15,14226,United Kingdom
553149,23170,REGENCY TEA PLATE ROSES ,48,5/13/11 14:16,1.45,14226,United Kingdom
553151,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,5/13/11 14:53,1.65,13089,United Kingdom
553151,21781,MA CAMPAGNE CUTLERY BOX,2,5/13/11 14:53,14.95,13089,United Kingdom
553152,23203,JUMBO BAG DOILEY PATTERNS,10,5/13/11 14:55,1.95,13089,United Kingdom
553152,23111,PARISIENNE SEWING BOX,2,5/13/11 14:55,12.5,13089,United Kingdom
553154,22423,REGENCY CAKESTAND 3 TIER,16,5/13/11 14:57,10.95,17061,United Kingdom
553156,23206,LUNCH BAG APPLE DESIGN,2,5/13/11 14:58,1.65,17841,United Kingdom
553156,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,1,5/13/11 14:58,1.25,17841,United Kingdom
553156,22433,WATERING CAN GREEN DINOSAUR,2,5/13/11 14:58,1.95,17841,United Kingdom
553156,22382,LUNCH BAG SPACEBOY DESIGN ,1,5/13/11 14:58,1.65,17841,United Kingdom
553156,22156,HEART DECORATION WITH PEARLS ,1,5/13/11 14:58,0.85,17841,United Kingdom
553156,21155,RED RETROSPOT PEG BAG,1,5/13/11 14:58,2.55,17841,United Kingdom
553158,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,5/13/11 15:24,2.08,14194,United Kingdom
553158,21621,VINTAGE UNION JACK BUNTING,2,5/13/11 15:24,8.5,14194,United Kingdom
553158,20685,DOORMAT RED RETROSPOT,10,5/13/11 15:24,6.75,14194,United Kingdom
553159,23201,JUMBO BAG ALPHABET,10,5/13/11 15:25,2.08,14194,United Kingdom
553159,23182,TOILET SIGN OCCUPIED OR VACANT,24,5/13/11 15:25,0.83,14194,United Kingdom
553160,23203,JUMBO BAG DOILEY PATTERNS,10,5/13/11 15:26,2.08,14194,United Kingdom
553161,84212,"ASSORTED FLOWER COLOUR ""LEIS""",24,5/13/11 15:48,0.65,12681,France
553161,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,5/13/11 15:48,0.95,12681,France
553161,23065,LARGE DECO JEWELLERY STAND,4,5/13/11 15:48,12.5,12681,France
553161,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,5/13/11 15:48,2.95,12681,France
553165,22605,WOODEN CROQUET GARDEN SET,1,5/13/11 16:12,14.95,13623,United Kingdom
553173,72741,GRAND CHOCOLATECANDLE,9,5/13/11 17:34,1.45,17400,United Kingdom
553174,48187,DOORMAT NEW ENGLAND,1,5/15/11 11:04,7.95,16206,United Kingdom
553174,23078,ICE CREAM PEN LIP GLOSS ,24,5/15/11 11:04,1.25,16206,United Kingdom
553176,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,5/15/11 11:22,2.95,14689,United Kingdom
553176,48138,DOORMAT UNION FLAG,1,5/15/11 11:22,7.95,14689,United Kingdom
553178,22998,TRAVEL CARD WALLET KEEP CALM,24,5/15/11 11:29,0.42,17302,United Kingdom
553178,22593,CHRISTMAS GINGHAM STAR,12,5/15/11 11:29,0.85,17302,United Kingdom
553180,23091,ZINC HERB GARDEN CONTAINER,4,5/15/11 11:35,6.25,16466,United Kingdom
553180,22178,VICTORIAN GLASS HANGING T-LIGHT,6,5/15/11 11:35,1.25,16466,United Kingdom
553182,51014L,"FEATHER PEN,LIGHT PINK",12,5/15/11 12:21,0.85,17107,United Kingdom
553182,23284,DOORMAT KEEP CALM AND COME IN,10,5/15/11 12:21,6.75,17107,United Kingdom
553182,23209,LUNCH BAG DOILEY PATTERN ,8,5/15/11 12:21,1.65,17107,United Kingdom
553182,23174,REGENCY SUGAR BOWL GREEN,2,5/15/11 12:21,4.15,17107,United Kingdom
553182,23163,REGENCY SUGAR TONGS,3,5/15/11 12:21,2.49,17107,United Kingdom
553182,23159,SET OF 5 PANCAKE DAY MAGNETS,12,5/15/11 12:21,2.08,17107,United Kingdom
553182,23007, SPACEBOY BABY GIFT SET,1,5/15/11 12:21,16.95,17107,United Kingdom
553182,22951,60 CAKE CASES DOLLY GIRL DESIGN,3,5/15/11 12:21,0.55,17107,United Kingdom
553182,22925,BLUE GIANT GARDEN THERMOMETER,2,5/15/11 12:21,5.95,17107,United Kingdom
553182,22178,VICTORIAN GLASS HANGING T-LIGHT,96,5/15/11 12:21,1.06,17107,United Kingdom
553182,21977,PACK OF 60 PINK PAISLEY CAKE CASES,4,5/15/11 12:21,0.55,17107,United Kingdom
553182,21211,SET OF 72 SKULL PAPER  DOILIES,1,5/15/11 12:21,1.45,17107,United Kingdom
553182,21181,PLEASE ONE PERSON METAL SIGN,4,5/15/11 12:21,2.1,17107,United Kingdom
553182,20848,ZINC HEART LATTICE CHARGER SMALL,4,5/15/11 12:21,2.95,17107,United Kingdom
553183,22515,CHILDS GARDEN SPADE PINK,6,5/15/11 12:31,2.1,16076,United Kingdom
553184,15056N,EDWARDIAN PARASOL NATURAL,2,5/15/11 12:33,5.95,13232,United Kingdom
553184,84991,60 TEATIME FAIRY CAKE CASES,1,5/15/11 12:33,0.55,13232,United Kingdom
553184,84378,SET OF 3 HEART COOKIE CUTTERS,2,5/15/11 12:33,1.25,13232,United Kingdom
553184,22727,ALARM CLOCK BAKELIKE RED ,3,5/15/11 12:33,3.75,13232,United Kingdom
553184,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,5/15/11 12:33,2.95,13232,United Kingdom
553184,22501,PICNIC BASKET WICKER LARGE,1,5/15/11 12:33,9.95,13232,United Kingdom
553184,22382,LUNCH BAG SPACEBOY DESIGN ,2,5/15/11 12:33,1.65,13232,United Kingdom
553184,22066,LOVE HEART TRINKET POT,2,5/15/11 12:33,0.39,13232,United Kingdom
553184,21976,PACK OF 60 MUSHROOM CAKE CASES,1,5/15/11 12:33,0.55,13232,United Kingdom
553184,21524,DOORMAT SPOTTY HOME SWEET HOME,1,5/15/11 12:33,7.95,13232,United Kingdom
553185,23182,TOILET SIGN OCCUPIED OR VACANT,24,5/15/11 12:35,0.83,17504,United Kingdom
553185,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12,5/15/11 12:35,1.45,17504,United Kingdom
553185,23133,LARGE IVORY HEART WALL ORGANISER,4,5/15/11 12:35,8.25,17504,United Kingdom
553185,22266,EASTER DECORATION HANGING BUNNY,14,5/15/11 12:35,0.65,17504,United Kingdom
553186,21870,I CAN ONLY PLEASE ONE PERSON MUG,12,5/15/11 12:46,1.25,13183,United Kingdom
553187,48138,DOORMAT UNION FLAG,1,5/15/11 12:53,7.95,16809,United Kingdom
553187,23209,LUNCH BAG DOILEY PATTERN ,5,5/15/11 12:53,1.65,16809,United Kingdom
553187,23208,LUNCH BAG VINTAGE LEAF DESIGN,5,5/15/11 12:53,1.65,16809,United Kingdom
553187,23203,JUMBO BAG DOILEY PATTERNS,5,5/15/11 12:53,2.08,16809,United Kingdom
553187,21977,PACK OF 60 PINK PAISLEY CAKE CASES,10,5/15/11 12:53,0.55,16809,United Kingdom
553187,21213,PACK OF 72 SKULL CAKE CASES,10,5/15/11 12:53,0.55,16809,United Kingdom
553188,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,5/15/11 12:55,2.95,15379,United Kingdom
553188,84879,ASSORTED COLOUR BIRD ORNAMENT,24,5/15/11 12:55,1.69,15379,United Kingdom
553189,23206,LUNCH BAG APPLE DESIGN,2,5/15/11 13:14,1.65,15033,United Kingdom
553189,22396,MAGNETS PACK OF 4 RETRO PHOTO,3,5/15/11 13:14,1.25,15033,United Kingdom
553189,22367,CHILDRENS APRON SPACEBOY DESIGN,1,5/15/11 13:14,1.95,15033,United Kingdom
553189,21843,RED RETROSPOT CAKE STAND,2,5/15/11 13:14,10.95,15033,United Kingdom
553189,21716,BOYS VINTAGE TIN SEASIDE BUCKET,2,5/15/11 13:14,2.55,15033,United Kingdom
553190,35972,DAISY FOLKART HEART DECORATION,2,5/15/11 13:14,1.25,15164,United Kingdom
553191,23091,ZINC HERB GARDEN CONTAINER,12,5/15/11 13:22,5.39,13118,United Kingdom
553192,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,12,5/15/11 13:27,0.85,15333,United Kingdom
553192,20969,RED FLORAL FELTCRAFT SHOULDER BAG,6,5/15/11 13:27,3.75,15333,United Kingdom
553193,22427,ENAMEL FLOWER JUG CREAM,3,5/15/11 13:31,5.95,15081,United Kingdom
553194,72800B, 4 PURPLE FLOCK DINNER CANDLES,1,5/15/11 13:37,2.55,16283,United Kingdom
553194,21507,"ELEPHANT, BIRTHDAY CARD, ",12,5/15/11 13:37,0.42,16283,United Kingdom
553195,21988,PACK OF 6 SKULL PAPER PLATES,12,5/15/11 13:45,0.85,12599,France
553195,21121,SET/10 RED POLKADOT PARTY CANDLES,24,5/15/11 13:45,1.25,12599,France
553197,85053,FRENCH ENAMEL CANDLEHOLDER,2,5/15/11 14:32,2.1,17263,United Kingdom
553197,22804,CANDLEHOLDER PINK HANGING HEART,1,5/15/11 14:32,2.95,17263,United Kingdom
553197,21670,BLUE SPOT CERAMIC DRAWER KNOB,4,5/15/11 14:32,1.25,17263,United Kingdom
553197,21668,RED STRIPE CERAMIC DRAWER KNOB,2,5/15/11 14:32,1.25,17263,United Kingdom
553197,21034,REX CASH+CARRY JUMBO SHOPPER,1,5/15/11 14:32,0.95,17263,United Kingdom
553198,23109,LED TEA LIGHTS,12,5/15/11 14:48,2.89,13752,United Kingdom
553198,23100,SILVER BELLS TABLE DECORATION,12,5/15/11 14:48,1.25,13752,United Kingdom
553198,21912,VINTAGE SNAKES & LADDERS,1,5/15/11 14:48,3.75,13752,United Kingdom
553198,21654,RIDGED GLASS FINGER BOWL,6,5/15/11 14:48,0.39,13752,United Kingdom
553198,21326,AGED GLASS SILVER T-LIGHT HOLDER,36,5/15/11 14:48,0.65,13752,United Kingdom
553199,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,5/15/11 15:13,0.65,17758,United Kingdom
553199,20936,FORKED CACTUS CANDLE,3,5/15/11 15:13,2.95,17758,United Kingdom
553199,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,2,5/15/11 15:13,3.25,17758,United Kingdom
553200,22465,HANGING METAL STAR LANTERN,6,5/15/11 15:14,1.65,16034,United Kingdom
553202,47574B,ENGLISH ROSE SCENTED HANGING HEART,1,5/15/11 16:02,4.25,15854,United Kingdom
553202,22685,FRENCH BLUE METAL DOOR SIGN 0,1,5/15/11 16:02,1.25,15854,United Kingdom
553202,21988,PACK OF 6 SKULL PAPER PLATES,1,5/15/11 16:02,0.85,15854,United Kingdom
553202,21084,SET/6 COLLAGE PAPER CUPS,8,5/15/11 16:02,0.19,15854,United Kingdom
553203,22635,CHILDS BREAKFAST SET DOLLY GIRL ,4,5/15/11 16:10,9.95,14911,EIRE
553203,21314,SMALL GLASS HEART TRINKET POT,8,5/15/11 16:10,2.1,14911,EIRE
553203,21284,RETROSPOT CANDLE  SMALL,12,5/15/11 16:10,1.69,14911,EIRE
553204,22918,HERB MARKER PARSLEY,1,5/15/11 16:13,0.65,16877,United Kingdom
553204,21677,HEARTS  STICKERS,6,5/15/11 16:13,0.85,16877,United Kingdom
553204,21462,"NURSERY A,B,C PAINTED LETTERS",1,5/15/11 16:13,6.75,16877,United Kingdom
553205,23174,REGENCY SUGAR BOWL GREEN,24,5/16/11 8:13,3.75,15813,United Kingdom
553205,23172,REGENCY TEA PLATE PINK,48,5/16/11 8:13,1.45,15813,United Kingdom
553206,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,144,5/16/11 8:16,0.55,14156,EIRE
553206,48188,DOORMAT WELCOME PUPPIES,10,5/16/11 8:16,6.75,14156,EIRE
553207,22727,ALARM CLOCK BAKELIKE RED ,4,5/16/11 9:02,3.75,17001,United Kingdom
553207,22427,ENAMEL FLOWER JUG CREAM,3,5/16/11 9:02,5.95,17001,United Kingdom
553207,21671,RED SPOT CERAMIC DRAWER KNOB,12,5/16/11 9:02,1.25,17001,United Kingdom
553208,23084,RABBIT NIGHT LIGHT,6,5/16/11 9:10,2.08,12674,France
553208,23008,DOLLY GIRL BABY GIFT SET,6,5/16/11 9:10,14.95,12674,France
553210,23075,PARLOUR CERAMIC WALL HOOK,8,5/16/11 9:40,4.15,14016,EIRE
553210,22485,SET OF 2 WOODEN MARKET CRATES,2,5/16/11 9:40,12.75,14016,EIRE
553210,21790,VINTAGE SNAP CARDS,24,5/16/11 9:40,0.85,14016,EIRE
553210,21467,CHERRY CROCHET FOOD COVER,6,5/16/11 9:40,3.75,14016,EIRE
553214,22673,FRENCH GARDEN SIGN BLUE METAL,12,5/16/11 9:49,1.25,13408,United Kingdom
553214,22355,CHARLOTTE BAG SUKI DESIGN,30,5/16/11 9:49,0.85,13408,United Kingdom
553214,21914,BLUE HARMONICA IN BOX ,12,5/16/11 9:49,1.25,13408,United Kingdom
553215,23142,IVORY WIRE KITCHEN ORGANISER,6,5/16/11 9:50,10.4,13408,United Kingdom
553220,23256,CHILDRENS CUTLERY SPACEBOY ,4,5/16/11 9:57,4.15,13319,United Kingdom
553220,23209,LUNCH BAG DOILEY PATTERN ,10,5/16/11 9:57,1.65,13319,United Kingdom
553220,23203,JUMBO BAG DOILEY PATTERNS,10,5/16/11 9:57,2.08,13319,United Kingdom
553220,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3,5/16/11 9:57,4.95,13319,United Kingdom
553220,21877,HOME SWEET HOME MUG,12,5/16/11 9:57,1.25,13319,United Kingdom
553220,21172,PARTY METAL SIGN ,12,5/16/11 9:57,1.45,13319,United Kingdom
553221,23233,WRAP POPPIES  DESIGN,25,5/16/11 9:58,0.42,16607,United Kingdom
553221,23080,RED METAL BOX TOP SECRET,2,5/16/11 9:58,8.25,16607,United Kingdom
553221,22668,PINK BABY BUNTING,15,5/16/11 9:58,2.95,16607,United Kingdom
553224,23206,LUNCH BAG APPLE DESIGN,4,5/16/11 10:40,1.65,17228,United Kingdom
553224,22418,10 COLOUR SPACEBOY PEN,12,5/16/11 10:40,0.85,17228,United Kingdom
553225,23284,DOORMAT KEEP CALM AND COME IN,2,5/16/11 10:41,7.95,16912,United Kingdom
553226,23209,LUNCH BAG DOILEY PATTERN ,10,5/16/11 10:43,1.65,16912,United Kingdom
553228,22768,FAMILY PHOTO FRAME CORNICE,2,5/16/11 10:48,9.95,16496,United Kingdom
553228,22563,HAPPY STENCIL CRAFT,12,5/16/11 10:48,1.25,16496,United Kingdom
553228,22384,LUNCH BAG PINK POLKADOT,10,5/16/11 10:48,1.65,16496,United Kingdom
553228,21231,SWEETHEART CERAMIC TRINKET BOX,12,5/16/11 10:48,1.25,16496,United Kingdom
553228,21166,COOK WITH WINE METAL SIGN ,12,5/16/11 10:48,2.08,16496,United Kingdom
553229,21988,PACK OF 6 SKULL PAPER PLATES,3,5/16/11 10:50,0.85,15039,United Kingdom
553229,21976,PACK OF 60 MUSHROOM CAKE CASES,2,5/16/11 10:50,0.55,15039,United Kingdom
553229,21931,JUMBO STORAGE BAG SUKI,10,5/16/11 10:50,2.08,15039,United Kingdom
553229,21240,BLUE POLKADOT CUP,8,5/16/11 10:50,0.85,15039,United Kingdom
553229,21239,PINK  POLKADOT CUP,8,5/16/11 10:50,0.85,15039,United Kingdom
553235,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,16,5/16/11 11:13,0.42,13018,United Kingdom
553235,23207,LUNCH BAG ALPHABET DESIGN,10,5/16/11 11:13,1.65,13018,United Kingdom
553235,22568,FELTCRAFT CUSHION OWL,4,5/16/11 11:13,3.75,13018,United Kingdom
553239,85230E,STRAWBRY SCENTED VOTIVE CANDLE,48,5/16/11 11:31,0.29,16226,United Kingdom
553239,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,48,5/16/11 11:31,1.25,16226,United Kingdom
553239,21693,SMALL HAMMERED SILVER CANDLEPOT ,6,5/16/11 11:31,2.95,16226,United Kingdom
553315,48138,DOORMAT UNION FLAG,10,5/16/11 12:03,6.75,16705,United Kingdom
553317,23108,SET OF 10 LED DOLLY LIGHTS,12,5/16/11 12:04,5.39,16705,United Kingdom
553339,23166,MEDIUM CERAMIC TOP STORAGE JAR,48,5/16/11 12:19,1.04,15125,United Kingdom
553340,85099B,JUMBO BAG RED RETROSPOT,100,5/16/11 12:20,1.79,15125,United Kingdom
553340,21791,VINTAGE HEADS AND TAILS CARD GAME ,48,5/16/11 12:20,1.25,15125,United Kingdom
553340,21770,OPEN CLOSED METAL SIGN,4,5/16/11 12:20,4.95,15125,United Kingdom
553340,21212,PACK OF 72 RETROSPOT CAKE CASES,24,5/16/11 12:20,0.55,15125,United Kingdom
553340,20724,RED RETROSPOT CHARLOTTE BAG,40,5/16/11 12:20,0.85,15125,United Kingdom
553343,23100,SILVER BELLS TABLE DECORATION,12,5/16/11 12:35,1.25,16642,United Kingdom
553343,22487,WHITE WOOD GARDEN PLANT LADDER,4,5/16/11 12:35,8.5,16642,United Kingdom
553343,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,2,5/16/11 12:35,12.75,16642,United Kingdom
553345,47348A,FUSCHIA VOILE POINTY SHOE DEC,3,5/16/11 12:53,0.39,16729,United Kingdom
553345,22616,PACK OF 12 LONDON TISSUES ,24,5/16/11 12:53,0.29,16729,United Kingdom
553346,85066,CREAM SWEETHEART MINI CHEST,2,5/16/11 12:57,12.75,17054,United Kingdom
553346,22188,BLACK HEART CARD HOLDER,4,5/16/11 12:57,3.95,17054,United Kingdom
553346,21899,"KEY FOB , GARAGE DESIGN",24,5/16/11 12:57,0.65,17054,United Kingdom
553347,84816,DANISH ROSE BEDSIDE CABINET,1,5/16/11 12:59,39.95,14755,United Kingdom
553347,23284,DOORMAT KEEP CALM AND COME IN,2,5/16/11 12:59,7.95,14755,United Kingdom
553347,23087,ZINC  HEART T-LIGHT HOLDER,16,5/16/11 12:59,1.25,14755,United Kingdom
553347,22727,ALARM CLOCK BAKELIKE RED ,4,5/16/11 12:59,3.75,14755,United Kingdom
553347,21166,COOK WITH WINE METAL SIGN ,12,5/16/11 12:59,2.08,14755,United Kingdom
553348,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,5/16/11 13:20,1.95,14911,EIRE
553348,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,5/16/11 13:20,5.45,14911,EIRE
553348,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,12,5/16/11 13:20,0.83,14911,EIRE
553348,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,5/16/11 13:20,0.83,14911,EIRE
553348,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,5/16/11 13:20,2.95,14911,EIRE
553350,21231,SWEETHEART CERAMIC TRINKET BOX,12,5/16/11 13:32,1.25,12871,United Kingdom
553352,23088,ZINC HEART FLOWER T-LIGHT HOLDER,16,5/16/11 13:41,1.25,13089,United Kingdom
553356,85099F,JUMBO BAG STRAWBERRY,10,5/16/11 14:05,2.08,14038,United Kingdom
553356,22898,CHILDRENS APRON APPLES DESIGN,8,5/16/11 14:05,1.95,14038,United Kingdom
553356,21931,JUMBO STORAGE BAG SUKI,10,5/16/11 14:05,2.08,14038,United Kingdom
553363,23209,LUNCH BAG DOILEY PATTERN ,10,5/16/11 14:19,1.65,13650,United Kingdom
553369,48173C,DOORMAT BLACK FLOCK ,1,5/16/11 14:30,7.95,15044,United Kingdom
553369,23099,FRENCH CARRIAGE LANTERN,4,5/16/11 14:30,6.65,15044,United Kingdom
553369,22698,PINK REGENCY TEACUP AND SAUCER,4,5/16/11 14:30,2.95,15044,United Kingdom
553369,21524,DOORMAT SPOTTY HOME SWEET HOME,2,5/16/11 14:30,7.95,15044,United Kingdom
553374,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,5/16/11 14:51,0.85,14489,United Kingdom
553374,23204,CHARLOTTE BAG APPLES DESIGN,10,5/16/11 14:51,0.85,14489,United Kingdom
553374,22381,TOY TIDY PINK POLKADOT,5,5/16/11 14:51,2.1,14489,United Kingdom
553374,21936,RED RETROSPOT PICNIC BAG,5,5/16/11 14:51,2.95,14489,United Kingdom
553375,22979,PANTRY WASHING UP BRUSH,12,5/16/11 14:53,1.45,14911,EIRE
553377,22934,BAKING MOULD EASTER EGG WHITE CHOC,6,5/16/11 14:58,2.95,14888,United Kingdom
553381,22622,BOX OF VINTAGE ALPHABET BLOCKS,4,5/16/11 15:34,11.95,13456,United Kingdom
553381,22619,SET OF 6 SOLDIER SKITTLES,4,5/16/11 15:34,3.75,13456,United Kingdom
553384,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,5/16/11 15:53,7.95,16899,United Kingdom
553384,48138,DOORMAT UNION FLAG,2,5/16/11 15:53,7.95,16899,United Kingdom
553384,22727,ALARM CLOCK BAKELIKE RED ,1,5/16/11 15:53,3.75,16899,United Kingdom
553384,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,5/16/11 15:53,2.95,16899,United Kingdom
553384,22197,SMALL POPCORN HOLDER,20,5/16/11 15:53,0.85,16899,United Kingdom
553385,15056BL,EDWARDIAN PARASOL BLACK,1,5/16/11 15:53,5.95,16710,United Kingdom
553385,23163,REGENCY SUGAR TONGS,1,5/16/11 15:53,2.49,16710,United Kingdom
553386,22139,RETROSPOT TEA SET CERAMIC 11 PC ,24,5/16/11 16:22,4.25,13381,United Kingdom
553386,21900,"KEY FOB , SHED",24,5/16/11 16:22,0.65,13381,United Kingdom
553386,21790,VINTAGE SNAP CARDS,12,5/16/11 16:22,0.85,13381,United Kingdom
553390,85059,FRENCH ENAMEL WATER BASIN,1,5/16/11 16:41,3.75,17841,United Kingdom
553390,47421,ASSORTED COLOUR LIZARD SUCTION HOOK,2,5/16/11 16:41,0.42,17841,United Kingdom
553390,22979,PANTRY WASHING UP BRUSH,1,5/16/11 16:41,1.45,17841,United Kingdom
553390,22893,MINI CAKE STAND T-LIGHT HOLDER,5,5/16/11 16:41,0.42,17841,United Kingdom
553390,22831,WHITE BROCANTE SOAP DISH,4,5/16/11 16:41,2.95,17841,United Kingdom
553390,22090,PAPER BUNTING RETROSPOT,4,5/16/11 16:41,2.95,17841,United Kingdom
553390,21564,PINK  HEART SHAPE LOVE BUCKET ,1,5/16/11 16:41,2.95,17841,United Kingdom
553392,22993,SET OF 4 PANTRY JELLY MOULDS,24,5/16/11 16:44,1.25,16131,United Kingdom
553392,22844,VINTAGE CREAM DOG FOOD CONTAINER,12,5/16/11 16:44,7.65,16131,United Kingdom
553392,21485,RETROSPOT HEART HOT WATER BOTTLE,24,5/16/11 16:44,4.25,16131,United Kingdom
553392,17003,BROCADE RING PURSE ,36,5/16/11 16:44,0.29,16131,United Kingdom
553402,22047,EMPIRE GIFT WRAP,25,5/16/11 17:13,0.42,17898,United Kingdom
553402,21202,DOLLY HONEYCOMB GARLAND,2,5/16/11 17:13,1.65,17898,United Kingdom
553404,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,5/17/11 8:34,8.95,14952,United Kingdom
553405,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,5/17/11 8:37,3.75,14952,United Kingdom
553405,22111,SCOTTIE DOG HOT WATER BOTTLE,6,5/17/11 8:37,4.95,14952,United Kingdom
553405,21931,JUMBO STORAGE BAG SUKI,10,5/17/11 8:37,2.08,14952,United Kingdom
553405,21485,RETROSPOT HEART HOT WATER BOTTLE,6,5/17/11 8:37,4.95,14952,United Kingdom
553405,20963,APPLE BATH SPONGE,12,5/17/11 8:37,1.25,14952,United Kingdom
553405,20961,STRAWBERRY BATH SPONGE ,10,5/17/11 8:37,1.25,14952,United Kingdom
553406,46000M,POLYESTER FILLER PAD 45x45cm,50,5/17/11 8:38,1.55,14952,United Kingdom
553408,22460,EMBOSSED GLASS TEALIGHT HOLDER,24,5/17/11 9:13,1.25,13976,United Kingdom
553410,84987,SET OF 36 TEATIME PAPER DOILIES,12,5/17/11 9:24,1.45,14320,United Kingdom
553410,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,5/17/11 9:24,2.1,14320,United Kingdom
553411,22383,LUNCH BAG SUKI DESIGN ,10,5/17/11 9:28,1.65,12714,France
553411,21539,RED RETROSPOT BUTTER DISH,3,5/17/11 9:28,4.95,12714,France
553411,21243,PINK  POLKADOT PLATE ,24,5/17/11 9:28,1.69,12714,France
553412,22841,ROUND CAKE TIN VINTAGE GREEN,2,5/17/11 9:40,7.95,14344,United Kingdom
553415,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,5/17/11 10:02,0.83,12463,Belgium
553415,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,12,5/17/11 10:02,1.25,12463,Belgium
553415,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,5/17/11 10:02,2.95,12463,Belgium
553417,16161P,WRAP ENGLISH ROSE ,25,5/17/11 10:08,0.42,13871,United Kingdom
553417,23175,REGENCY MILK JUG PINK ,6,5/17/11 10:08,3.25,13871,United Kingdom
553417,23163,REGENCY SUGAR TONGS,8,5/17/11 10:08,2.49,13871,United Kingdom
553417,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,5/17/11 10:08,0.95,13871,United Kingdom
553417,23084,RABBIT NIGHT LIGHT,6,5/17/11 10:08,2.08,13871,United Kingdom
553420,47566,PARTY BUNTING,4,5/17/11 10:14,4.95,17519,United Kingdom
553420,23100,SILVER BELLS TABLE DECORATION,12,5/17/11 10:14,1.25,17519,United Kingdom
553420,22090,PAPER BUNTING RETROSPOT,30,5/17/11 10:14,2.95,17519,United Kingdom
553422,21260,FIRST AID TIN,40,5/17/11 10:27,3.25,16923,United Kingdom
